,,,Shipping Country,Values,,,,,,,,,,,,,,,,,,,,
CUST1079,Cash on Delivery,Email Campaign,,,,,,,1,$433.32,,,,,,,,,,,,,1,$433.32
,Cash on Delivery Total,,,,,,,,1,$433.32,,,,,,,,,,,,,1,$433.32
CUST1079 Total,,,,,,,,,1,$433.32,,,,,,,,,,,,,1,$433.32
CUST1081,Cash on Delivery,Paid Social,1,$265.28,,,,,,,,,,,,,,,,,,,1,$265.28
,Cash on Delivery Total,,1,$265.28,,,,,,,,,,,,,,,,,,,1,$265.28
CUST1081 Total,,,1,$265.28,,,,,,,,,,,,,,,,,,,1,$265.28
CUST1082,Cash on Delivery,Paid Search,,,1,$689.16,,,,,,,,,,,,,,,,,1,$689.16
,Cash on Delivery Total,,,,1,$689.16,,,,,,,,,,,,,,,,,1,$689.16
CUST1082 Total,,,,,1,$689.16,,,,,,,,,,,,,,,,,1,$689.16
CUST1085,Debit Card,Organic Search,,,,,,,1,$701.50,,,,,,,,,,,,,1,$701.50
,Debit Card Total,,,,,,,,1,$701.50,,,,,,,,,,,,,1,$701.50
CUST1085 Total,,,,,,,,,1,$701.50,,,,,,,,,,,,,1,$701.50
CUST1093,Credit Card,Paid Search,,,,,,,,,,,,,,,,,,,1,$297.70,1,$297.70
,Credit Card Total,,,,,,,,,,,,,,,,,,,,1,$297.70,1,$297.70
CUST1093 Total,,,,,,,,,,,,,,,,,,,,,1,$297.70,1,$297.70
CUST1095,Debit Card,Organic Search,,,,,,,,,,,,,1,$346.56,,,,,,,1,$346.56
,Debit Card Total,,,,,,,,,,,,,,1,$346.56,,,,,,,1,$346.56
CUST1095 Total,,,,,,,,,,,,,,,1,$346.56,,,,,,,1,$346.56
CUST1102,PayPal,Paid Social,,,,,,,,,,,,,,,,,1,$96.00,,,1,$96.00
,PayPal Total,,,,,,,,,,,,,,,,,,1,$96.00,,,1,$96.00
CUST1102 Total,,,,,,,,,,,,,,,,,,,1,$96.00,,,1,$96.00
CUST1108,Credit Card,Paid Search,,,,,,,1,$369.75,,,,,,,,,,,,,1,$369.75
,Credit Card Total,,,,,,,,1,$369.75,,,,,,,,,,,,,1,$369.75
CUST1108 Total,,,,,,,,,1,$369.75,,,,,,,,,,,,,1,$369.75
CUST1109,PayPal,Organic Search,,,,,,,,,1,$360.30,,,,,,,,,,,1,$360.30
,PayPal Total,,,,,,,,,,1,$360.30,,,,,,,,,,,1,$360.30
CUST1109 Total,,,,,,,,,,,1,$360.30,,,,,,,,,,,1,$360.30
CUST1110,Debit Card,Email Campaign,,,1,"$2,074.76",,,,,,,,,,,,,,,,,1,"$2,074.76"
,Debit Card Total,,,,1,"$2,074.76",,,,,,,,,,,,,,,,,1,"$2,074.76"
CUST1110 Total,,,,,1,"$2,074.76",,,,,,,,,,,,,,,,,1,"$2,074.76"
CUST1116,Bank Transfer,Organic Search,,,,,,,,,,,,,,,1,$84.00,,,,,1,$84.00
,Bank Transfer Total,,,,,,,,,,,,,,,,1,$84.00,,,,,1,$84.00
CUST1116 Total,,,,,,,,,,,,,,,,,1,$84.00,,,,,1,$84.00
CUST1118,Credit Card,Direct,,,,,,,,,,,,,,,,,1,$721.86,,,1,$721.86
,Credit Card Total,,,,,,,,,,,,,,,,,,1,$721.86,,,1,$721.86
CUST1118 Total,,,,,,,,,,,,,,,,,,,1,$721.86,,,1,$721.86
CUST1122,Apple Pay,Affiliate,,,,,,,,,1,$556.74,,,,,,,,,,,1,$556.74
,Apple Pay Total,,,,,,,,,,1,$556.74,,,,,,,,,,,1,$556.74
CUST1122 Total,,,,,,,,,,,1,$556.74,,,,,,,,,,,1,$556.74
CUST1128,Debit Card,Paid Social,,,,,,,,,,,,,,,1,$54.15,,,,,1,$54.15
,Debit Card Total,,,,,,,,,,,,,,,,1,$54.15,,,,,1,$54.15
CUST1128 Total,,,,,,,,,,,,,,,,,1,$54.15,,,,,1,$54.15
CUST1129,Apple Pay,Paid Search,,,,,,,,,1,$182.28,,,,,,,,,,,1,$182.28
,Apple Pay Total,,,,,,,,,,1,$182.28,,,,,,,,,,,1,$182.28
CUST1129 Total,,,,,,,,,,,1,$182.28,,,,,,,,,,,1,$182.28
CUST1133,Cash on Delivery,Paid Social,,,,,,,,,,,,,,,,,,,1,$241.57,1,$241.57
,Cash on Delivery Total,,,,,,,,,,,,,,,,,,,,1,$241.57,1,$241.57
CUST1133 Total,,,,,,,,,,,,,,,,,,,,,1,$241.57,1,$241.57
CUST1134,Credit Card,Direct,,,1,$142.60,,,,,,,,,,,,,,,,,1,$142.60
,Credit Card Total,,,,1,$142.60,,,,,,,,,,,,,,,,,1,$142.60
CUST1134 Total,,,,,1,$142.60,,,,,,,,,,,,,,,,,1,$142.60
CUST1138,Cash on Delivery,Referral,,,,,,,,,,,,,1,$141.12,,,,,,,1,$141.12
,Cash on Delivery Total,,,,,,,,,,,,,,1,$141.12,,,,,,,1,$141.12
CUST1138 Total,,,,,,,,,,,,,,,1,$141.12,,,,,,,1,$141.12
CUST1141,Credit Card,Affiliate,,,,,1,$7.27,,,,,,,,,,,,,,,1,$7.27
,Credit Card Total,,,,,,1,$7.27,,,,,,,,,,,,,,,1,$7.27
CUST1141 Total,,,,,,,1,$7.27,,,,,,,,,,,,,,,1,$7.27
CUST1143,Credit Card,Paid Social,,,,,,,,,,,,,,,,,1,"$1,600.08",,,1,"$1,600.08"
,Credit Card Total,,,,,,,,,,,,,,,,,,1,"$1,600.08",,,1,"$1,600.08"
CUST1143 Total,,,,,,,,,,,,,,,,,,,1,"$1,600.08",,,1,"$1,600.08"
CUST1145,Debit Card,Referral,,,,,,,1,$777.60,,,,,,,,,,,,,1,$777.60
,Debit Card Total,,,,,,,,1,$777.60,,,,,,,,,,,,,1,$777.60
CUST1145 Total,,,,,,,,,1,$777.60,,,,,,,,,,,,,1,$777.60
CUST1147,PayPal,Affiliate,,,,,,,,,,,,,,,1,$145.29,,,,,1,$145.29
,PayPal Total,,,,,,,,,,,,,,,,1,$145.29,,,,,1,$145.29
CUST1147 Total,,,,,,,,,,,,,,,,,1,$145.29,,,,,1,$145.29
CUST1150,Bank Transfer,Referral,,,,,,,,,,,,,,,,,1,"$1,326.28",,,1,"$1,326.28"
,Bank Transfer Total,,,,,,,,,,,,,,,,,,1,"$1,326.28",,,1,"$1,326.28"
CUST1150 Total,,,,,,,,,,,,,,,,,,,1,"$1,326.28",,,1,"$1,326.28"
CUST1159,PayPal,Affiliate,,,,,,,,,,,1,"$1,112.40",,,,,,,,,1,"$1,112.40"
,PayPal Total,,,,,,,,,,,,1,"$1,112.40",,,,,,,,,1,"$1,112.40"
CUST1159 Total,,,,,,,,,,,,,1,"$1,112.40",,,,,,,,,1,"$1,112.40"
CUST1161,Bank Transfer,Affiliate,,,,,,,,,,,,,,,,,,,1,"$1,124.34",1,"$1,124.34"
,,Organic Search,,,,,,,,,,,,,,,,,1,"$1,096.30",,,1,"$1,096.30"
,Bank Transfer Total,,,,,,,,,,,,,,,,,,1,"$1,096.30",1,"$1,124.34",2,"$2,220.64"
,PayPal,Paid Search,,,,,,,,,,,,,1,"$6,881.34",,,,,,,1,"$6,881.34"
,PayPal Total,,,,,,,,,,,,,,1,"$6,881.34",,,,,,,1,"$6,881.34"
CUST1161 Total,,,,,,,,,,,,,,,1,"$6,881.34",,,1,"$1,096.30",1,"$1,124.34",3,"$9,101.98"
CUST1165,Credit Card,Email Campaign,,,,,,,,,,,,,,,,,1,"$2,955.16",,,1,"$2,955.16"
,Credit Card Total,,,,,,,,,,,,,,,,,,1,"$2,955.16",,,1,"$2,955.16"
CUST1165 Total,,,,,,,,,,,,,,,,,,,1,"$2,955.16",,,1,"$2,955.16"
CUST1180,Apple Pay,Referral,,,1,$943.05,,,,,,,,,,,,,,,,,1,$943.05
,Apple Pay Total,,,,1,$943.05,,,,,,,,,,,,,,,,,1,$943.05
CUST1180 Total,,,,,1,$943.05,,,,,,,,,,,,,,,,,1,$943.05
CUST1185,Apple Pay,Affiliate,1,$294.05,,,,,,,,,,,,,,,,,,,1,$294.05
,Apple Pay Total,,1,$294.05,,,,,,,,,,,,,,,,,,,1,$294.05
CUST1185 Total,,,1,$294.05,,,,,,,,,,,,,,,,,,,1,$294.05
CUST1188,Credit Card,Referral,,,,,,,,,,,,,,,,,1,"$1,131.64",,,1,"$1,131.64"
,Credit Card Total,,,,,,,,,,,,,,,,,,1,"$1,131.64",,,1,"$1,131.64"
CUST1188 Total,,,,,,,,,,,,,,,,,,,1,"$1,131.64",,,1,"$1,131.64"
CUST1202,Credit Card,Paid Search,,,,,1,"$1,853.28",,,,,,,,,,,,,,,1,"$1,853.28"
,Credit Card Total,,,,,,1,"$1,853.28",,,,,,,,,,,,,,,1,"$1,853.28"
CUST1202 Total,,,,,,,1,"$1,853.28",,,,,,,,,,,,,,,1,"$1,853.28"
CUST1205,Debit Card,Paid Search,,,,,,,,,1,$78.69,,,,,,,,,,,1,$78.69
,Debit Card Total,,,,,,,,,,1,$78.69,,,,,,,,,,,1,$78.69
CUST1205 Total,,,,,,,,,,,1,$78.69,,,,,,,,,,,1,$78.69
CUST1214,Cash on Delivery,Direct,,,,,,,,,,,,,,,,,1,"$1,281.18",,,1,"$1,281.18"
,Cash on Delivery Total,,,,,,,,,,,,,,,,,,1,"$1,281.18",,,1,"$1,281.18"
CUST1214 Total,,,,,,,,,,,,,,,,,,,1,"$1,281.18",,,1,"$1,281.18"
CUST1226,Bank Transfer,Referral,,,,,,,,,1,"$5,317.98",,,,,,,,,,,1,"$5,317.98"
,Bank Transfer Total,,,,,,,,,,1,"$5,317.98",,,,,,,,,,,1,"$5,317.98"
CUST1226 Total,,,,,,,,,,,1,"$5,317.98",,,,,,,,,,,1,"$5,317.98"
CUST1227,Credit Card,Direct,,,,,,,1,$168.88,,,,,,,,,,,,,1,$168.88
,Credit Card Total,,,,,,,,1,$168.88,,,,,,,,,,,,,1,$168.88
CUST1227 Total,,,,,,,,,1,$168.88,,,,,,,,,,,,,1,$168.88
CUST1229,Credit Card,Direct,,,,,,,,,1,$116.43,,,,,,,,,,,1,$116.43
,Credit Card Total,,,,,,,,,,1,$116.43,,,,,,,,,,,1,$116.43
CUST1229 Total,,,,,,,,,,,1,$116.43,,,,,,,,,,,1,$116.43
CUST1230,Credit Card,Paid Social,,,,,,,,,,,,,,,,,,,1,$730.40,1,$730.40
,Credit Card Total,,,,,,,,,,,,,,,,,,,,1,$730.40,1,$730.40
CUST1230 Total,,,,,,,,,,,,,,,,,,,,,1,$730.40,1,$730.40
CUST1233,Apple Pay,Email Campaign,,,,,,,,,,,,,,,,,1,$152.40,,,1,$152.40
,Apple Pay Total,,,,,,,,,,,,,,,,,,1,$152.40,,,1,$152.40
CUST1233 Total,,,,,,,,,,,,,,,,,,,1,$152.40,,,1,$152.40
CUST1236,Apple Pay,Email Campaign,,,,,,,1,$288.44,,,,,,,,,,,,,1,$288.44
,Apple Pay Total,,,,,,,,1,$288.44,,,,,,,,,,,,,1,$288.44
CUST1236 Total,,,,,,,,,1,$288.44,,,,,,,,,,,,,1,$288.44
CUST1238,Credit Card,Paid Search,,,,,,,,,1,"$1,598.40",,,,,,,,,,,1,"$1,598.40"
,Credit Card Total,,,,,,,,,,1,"$1,598.40",,,,,,,,,,,1,"$1,598.40"
CUST1238 Total,,,,,,,,,,,1,"$1,598.40",,,,,,,,,,,1,"$1,598.40"
CUST1249,PayPal,Affiliate,,,,,,,1,$119.65,,,,,,,,,,,,,1,$119.65
,PayPal Total,,,,,,,,1,$119.65,,,,,,,,,,,,,1,$119.65
CUST1249 Total,,,,,,,,,1,$119.65,,,,,,,,,,,,,1,$119.65
CUST1252,Bank Transfer,Email Campaign,,,,,,,1,$906.52,,,,,,,,,,,,,1,$906.52
,Bank Transfer Total,,,,,,,,1,$906.52,,,,,,,,,,,,,1,$906.52
CUST1252 Total,,,,,,,,,1,$906.52,,,,,,,,,,,,,1,$906.52
CUST1255,Cash on Delivery,Direct,,,,,,,,,,,,,1,$38.92,,,,,,,1,$38.92
,Cash on Delivery Total,,,,,,,,,,,,,,1,$38.92,,,,,,,1,$38.92
CUST1255 Total,,,,,,,,,,,,,,,1,$38.92,,,,,,,1,$38.92
CUST1256,Bank Transfer,Organic Search,,,,,,,,,,,,,,,1,$275.40,,,,,1,$275.40
,Bank Transfer Total,,,,,,,,,,,,,,,,1,$275.40,,,,,1,$275.40
CUST1256 Total,,,,,,,,,,,,,,,,,1,$275.40,,,,,1,$275.40
CUST1270,Cash on Delivery,Direct,,,,,,,,,1,$458.40,,,,,,,,,,,1,$458.40
,Cash on Delivery Total,,,,,,,,,,1,$458.40,,,,,,,,,,,1,$458.40
,Credit Card,Paid Search,,,,,,,1,$16.57,,,,,,,,,,,,,1,$16.57
,Credit Card Total,,,,,,,,1,$16.57,,,,,,,,,,,,,1,$16.57
CUST1270 Total,,,,,,,,,1,$16.57,1,$458.40,,,,,,,,,,,2,$474.97
CUST1278,Credit Card,Affiliate,,,,,,,1,$136.95,,,,,,,,,,,,,1,$136.95
,Credit Card Total,,,,,,,,1,$136.95,,,,,,,,,,,,,1,$136.95
CUST1278 Total,,,,,,,,,1,$136.95,,,,,,,,,,,,,1,$136.95
CUST1284,Credit Card,Email Campaign,,,1,$316.40,,,,,,,,,,,,,,,,,1,$316.40
,Credit Card Total,,,,1,$316.40,,,,,,,,,,,,,,,,,1,$316.40
,PayPal,Paid Social,,,,,1,$855.87,,,,,,,,,,,,,,,1,$855.87
,PayPal Total,,,,,,1,$855.87,,,,,,,,,,,,,,,1,$855.87
CUST1284 Total,,,,,1,$316.40,1,$855.87,,,,,,,,,,,,,,,2,"$1,172.27"
CUST1292,Debit Card,Direct,,,,,,,,,,,,,,,,,,,1,$32.94,1,$32.94
,Debit Card Total,,,,,,,,,,,,,,,,,,,,1,$32.94,1,$32.94
CUST1292 Total,,,,,,,,,,,,,,,,,,,,,1,$32.94,1,$32.94
CUST1293,Cash on Delivery,Referral,1,$480.00,,,,,,,,,,,,,,,,,,,1,$480.00
,Cash on Delivery Total,,1,$480.00,,,,,,,,,,,,,,,,,,,1,$480.00
CUST1293 Total,,,1,$480.00,,,,,,,,,,,,,,,,,,,1,$480.00
CUST1294,Bank Transfer,Affiliate,,,,,,,,,,,1,$54.24,,,,,,,,,1,$54.24
,Bank Transfer Total,,,,,,,,,,,,1,$54.24,,,,,,,,,1,$54.24
CUST1294 Total,,,,,,,,,,,,,1,$54.24,,,,,,,,,1,$54.24
CUST1306,PayPal,Organic Search,,,,,,,,,,,,,,,,,1,$283.52,,,1,$283.52
,,Referral,,,,,,,,,,,1,$341.28,,,,,,,,,1,$341.28
,PayPal Total,,,,,,,,,,,,1,$341.28,,,,,1,$283.52,,,2,$624.80
CUST1306 Total,,,,,,,,,,,,,1,$341.28,,,,,1,$283.52,,,2,$624.80
CUST1319,Debit Card,Direct,,,,,,,,,,,,,,,,,1,$314.58,,,1,$314.58
,Debit Card Total,,,,,,,,,,,,,,,,,,1,$314.58,,,1,$314.58
CUST1319 Total,,,,,,,,,,,,,,,,,,,1,$314.58,,,1,$314.58
CUST1328,Apple Pay,Email Campaign,,,1,$392.37,,,,,,,,,,,,,,,,,1,$392.37
,Apple Pay Total,,,,1,$392.37,,,,,,,,,,,,,,,,,1,$392.37
CUST1328 Total,,,,,1,$392.37,,,,,,,,,,,,,,,,,1,$392.37
CUST1344,PayPal,Email Campaign,,,,,,,,,,,,,,,1,$198.87,,,,,1,$198.87
,PayPal Total,,,,,,,,,,,,,,,,1,$198.87,,,,,1,$198.87
CUST1344 Total,,,,,,,,,,,,,,,,,1,$198.87,,,,,1,$198.87
CUST1346,Credit Card,Paid Social,,,,,,,,,,,,,,,,,,,1,$55.02,1,$55.02
,Credit Card Total,,,,,,,,,,,,,,,,,,,,1,$55.02,1,$55.02
CUST1346 Total,,,,,,,,,,,,,,,,,,,,,1,$55.02,1,$55.02
CUST1347,Apple Pay,Referral,,,,,1,$106.45,,,,,,,,,,,,,,,1,$106.45
,Apple Pay Total,,,,,,1,$106.45,,,,,,,,,,,,,,,1,$106.45
,Bank Transfer,Direct,,,,,,,,,,,,,,,,,1,$36.16,,,1,$36.16
,Bank Transfer Total,,,,,,,,,,,,,,,,,,1,$36.16,,,1,$36.16
CUST1347 Total,,,,,,,1,$106.45,,,,,,,,,,,1,$36.16,,,2,$142.61
CUST1360,Debit Card,Affiliate,,,,,,,,,,,,,,,,,1,$53.13,,,1,$53.13
,Debit Card Total,,,,,,,,,,,,,,,,,,1,$53.13,,,1,$53.13
CUST1360 Total,,,,,,,,,,,,,,,,,,,1,$53.13,,,1,$53.13
CUST1370,Debit Card,Direct,,,,,,,,,1,$38.27,,,,,,,,,,,1,$38.27
,Debit Card Total,,,,,,,,,,1,$38.27,,,,,,,,,,,1,$38.27
CUST1370 Total,,,,,,,,,,,1,$38.27,,,,,,,,,,,1,$38.27
CUST1379,PayPal,Affiliate,,,,,,,,,,,,,,,,,1,$55.58,,,1,$55.58
,PayPal Total,,,,,,,,,,,,,,,,,,1,$55.58,,,1,$55.58
CUST1379 Total,,,,,,,,,,,,,,,,,,,1,$55.58,,,1,$55.58
CUST1388,Apple Pay,Paid Search,,,,,,,,,1,$130.95,,,1,$761.70,,,,,,,2,$892.65
,Apple Pay Total,,,,,,,,,,1,$130.95,,,1,$761.70,,,,,,,2,$892.65
CUST1388 Total,,,,,,,,,,,1,$130.95,,,1,$761.70,,,,,,,2,$892.65
CUST1391,Bank Transfer,Paid Search,,,,,1,$232.44,,,,,,,,,,,,,,,1,$232.44
,Bank Transfer Total,,,,,,1,$232.44,,,,,,,,,,,,,,,1,$232.44
CUST1391 Total,,,,,,,1,$232.44,,,,,,,,,,,,,,,1,$232.44
CUST1392,Apple Pay,Paid Search,1,"$1,044.99",,,,,,,,,,,,,,,,,,,1,"$1,044.99"
,Apple Pay Total,,1,"$1,044.99",,,,,,,,,,,,,,,,,,,1,"$1,044.99"
CUST1392 Total,,,1,"$1,044.99",,,,,,,,,,,,,,,,,,,1,"$1,044.99"
CUST1403,Debit Card,Paid Social,,,1,$586.16,,,,,,,,,,,,,,,,,1,$586.16
,Debit Card Total,,,,1,$586.16,,,,,,,,,,,,,,,,,1,$586.16
CUST1403 Total,,,,,1,$586.16,,,,,,,,,,,,,,,,,1,$586.16
CUST1410,PayPal,Organic Search,1,"$1,719.15",,,,,,,,,,,,,,,,,,,1,"$1,719.15"
,PayPal Total,,1,"$1,719.15",,,,,,,,,,,,,,,,,,,1,"$1,719.15"
CUST1410 Total,,,1,"$1,719.15",,,,,,,,,,,,,,,,,,,1,"$1,719.15"
CUST1413,Apple Pay,Organic Search,,,,,,,1,"$4,031.55",,,,,,,,,,,,,1,"$4,031.55"
,Apple Pay Total,,,,,,,,1,"$4,031.55",,,,,,,,,,,,,1,"$4,031.55"
CUST1413 Total,,,,,,,,,1,"$4,031.55",,,,,,,,,,,,,1,"$4,031.55"
CUST1418,Debit Card,Referral,,,,,,,,,,,1,$430.45,,,,,,,,,1,$430.45
,Debit Card Total,,,,,,,,,,,,1,$430.45,,,,,,,,,1,$430.45
CUST1418 Total,,,,,,,,,,,,,1,$430.45,,,,,,,,,1,$430.45
CUST1424,PayPal,Organic Search,,,,,,,1,$69.17,,,,,,,,,,,,,1,$69.17
,PayPal Total,,,,,,,,1,$69.17,,,,,,,,,,,,,1,$69.17
CUST1424 Total,,,,,,,,,1,$69.17,,,,,,,,,,,,,1,$69.17
CUST1425,Bank Transfer,Paid Search,,,,,,,,,,,,,,,,,,,1,$303.20,1,$303.20
,Bank Transfer Total,,,,,,,,,,,,,,,,,,,,1,$303.20,1,$303.20
CUST1425 Total,,,,,,,,,,,,,,,,,,,,,1,$303.20,1,$303.20
CUST1431,Bank Transfer,Email Campaign,,,,,,,,,,,,,,,,,,,1,$470.94,1,$470.94
,Bank Transfer Total,,,,,,,,,,,,,,,,,,,,1,$470.94,1,$470.94
CUST1431 Total,,,,,,,,,,,,,,,,,,,,,1,$470.94,1,$470.94
CUST1433,Debit Card,Email Campaign,,,,,,,,,,,1,$17.19,,,,,,,,,1,$17.19
,Debit Card Total,,,,,,,,,,,,1,$17.19,,,,,,,,,1,$17.19
CUST1433 Total,,,,,,,,,,,,,1,$17.19,,,,,,,,,1,$17.19
CUST1439,Cash on Delivery,Organic Search,,,,,,,,,1,"$4,502.04",,,,,,,,,,,1,"$4,502.04"
,Cash on Delivery Total,,,,,,,,,,1,"$4,502.04",,,,,,,,,,,1,"$4,502.04"
,Credit Card,Affiliate,,,,,,,,,,,1,"$4,506.48",,,,,,,,,1,"$4,506.48"
,Credit Card Total,,,,,,,,,,,,1,"$4,506.48",,,,,,,,,1,"$4,506.48"
CUST1439 Total,,,,,,,,,,,1,"$4,502.04",1,"$4,506.48",,,,,,,,,2,"$9,008.52"
CUST1440,Bank Transfer,Referral,,,,,,,,,,,1,$780.78,,,,,,,,,1,$780.78
,Bank Transfer Total,,,,,,,,,,,,1,$780.78,,,,,,,,,1,$780.78
CUST1440 Total,,,,,,,,,,,,,1,$780.78,,,,,,,,,1,$780.78
CUST1441,Credit Card,Organic Search,,,,,,,,,,,,,,,,,1,$324.24,,,1,$324.24
,Credit Card Total,,,,,,,,,,,,,,,,,,1,$324.24,,,1,$324.24
CUST1441 Total,,,,,,,,,,,,,,,,,,,1,$324.24,,,1,$324.24
CUST1450,PayPal,Organic Search,,,,,,,,,,,,,1,$234.00,,,,,,,1,$234.00
,PayPal Total,,,,,,,,,,,,,,1,$234.00,,,,,,,1,$234.00
CUST1450 Total,,,,,,,,,,,,,,,1,$234.00,,,,,,,1,$234.00
CUST1454,Credit Card,Email Campaign,,,,,1,$116.98,,,,,,,,,,,,,,,1,$116.98
,Credit Card Total,,,,,,1,$116.98,,,,,,,,,,,,,,,1,$116.98
CUST1454 Total,,,,,,,1,$116.98,,,,,,,,,,,,,,,1,$116.98
CUST1460,Bank Transfer,Affiliate,,,1,$229.17,,,,,,,,,,,,,,,,,1,$229.17
